Ruta de archivo: C:\Users\ADVANTECH\Desktop\VALERIA MADERA\Ensayo en marcha 1 04-09-2025 09 19 25 a.m.\DAQ-Carga, … - (Temporizado).txt   
Ensayo: MTS STH Resistencia a la Compresión (ajuste de platinas) 683
Ensayo en marcha: Ensayo en marcha 1
Fecha: 04/09/2025 09:16:25 a.m.


Carga 	Actuador 	Tiempo 
kN	mm	seg
150.27921875	4.11180034279823	49.7299995422363
150.757953125	4.12019994109869	49.8300018310547
151.22184375	4.12860000506043	49.9300003051758
151.690734375	4.13700006902218	50.0299987792969
152.151671875	4.14519989863038	50.1300010681152
152.622265625	4.15360042825341	50.2299995422363
153.089046875	4.16200002655387	50.3300018310547
153.5358125	4.17040009051561	50.4300003051758
153.98565625	4.17880015447736	50.5299987792969
154.432140625	4.18699998408556	50.6300010681152
154.871328125	4.19519981369376	50.7299995422363
155.335765625	4.20359987765551	50.8300018310547
155.795375	4.21199994161725	50.9300003051758
156.219	4.22020023688674	51.0299987792969
156.65896875	4.2285998351872	51.1300010681152
157.115671875	4.23699989914894	51.2299995422363
157.54909375	4.24520019441843	51.3300018310547
157.990734375	4.25360025838017	51.4300003051758
158.40665625	4.26199985668063	51.5299987792969
158.867234375	4.27019968628883	51.6300010681152
159.303796875	4.27860021591187	51.7299995422363
159.71703125	4.28680004552007	51.8300018310547
160.130109375	4.29519964382052	51.9300003051758
160.59059375	4.30359970778227	52.0299987792969
161.027375	4.31199977174401	52.1300010681152
161.4339375	4.32040030136704	52.2299995422363
161.879	4.32880036532879	52.3300018310547
162.27615625	4.3369997292757	52.4300003051758
162.72134375	4.34539979323745	52.5299987792969
163.1354375	4.35360008850694	52.6300010681152
163.54709375	4.36200015246868	52.7299995422363
163.96634375	4.37019998207688	52.8300018310547
164.352125	4.37860004603863	52.9300003051758
164.7695625	4.38679987564683	53.0299987792969
165.216875	4.39519993960857	53.1300010681152
165.60609375	4.40339976921678	53.2299995422363
166.0246875	4.41200006753206	53.3300018310547
166.416625	4.42019989714026	53.4300003051758
166.787578125	4.42859996110201	53.5299987792969
167.184421875	4.43679979071021	53.6300010681152
167.58440625	4.44519985467196	53.7299995422363
167.976234375	4.4535999186337	53.8300018310547
168.343046875	4.46199998259544	53.9300003051758
168.74271875	4.47040004655719	54.0299987792969
169.128640625	4.47859987616539	54.1300010681152
169.50346875	4.48699994012713	54.2299995422363
169.885171875	4.49540000408888	54.3300018310547
170.267203125	4.50380006805062	54.4300003051758
170.62996875	4.51199989765882	54.5299987792969
170.982421875	4.52019972726703	54.6300010681152
171.357796875	4.52880002558231	54.7299995422363
171.73103125	4.53720008954406	54.8300018310547
172.134046875	4.54519968479872	54.9300003051758
172.477453125	4.55359974876046	55.0299987792969
172.8316875	4.56199981272221	55.1300010681152
173.194859375	4.57040034234524	55.2299995422363
173.54834375	4.57859970629215	55.3300018310547
173.887453125	4.5869997702539	55.4300003051758
174.24515625	4.59520006552339	55.5299987792969
174.59515625	4.60360012948513	55.6300010681152
174.93215625	4.61200019344687	55.7299995422363
175.27153125	4.62020002305508	55.8300018310547
175.626125	4.62860008701682	55.9300003051758
175.95440625	4.63700015097857	56.0299987792969
176.2895	4.64540021494031	56.1300010681152
176.616296875	4.65360004454851	56.2299995422363
176.9421875	4.66200010851026	56.3300018310547
177.2835	4.670400172472	56.4300003051758
177.59778125	4.6786000020802	56.5299987792969
177.952921875	4.68699960038066	56.6300010681152
178.270953125	4.69519989565015	56.7299995422363
178.588390625	4.70380019396544	56.8300018310547
178.912578125	4.71200002357364	56.9300003051758
179.23478125	4.72019985318184	57.0299987792969
179.548890625	4.72840014845133	57.1300010681152
179.841796875	4.73680021241307	57.2299995422363
180.1511875	4.74520027637482	57.3300018310547
180.453703125	4.75360034033656	57.4300003051758
180.759625	4.76199993863702	57.5299987792969
181.057359375	4.77019976824522	57.6300010681152
181.335	4.77860029786825	57.7299995422363
181.643203125	4.78700036183	57.8300018310547
181.941578125	4.79539996013045	57.9300003051758
182.223984375	4.80359978973866	58.0299987792969
182.5016875	4.81180008500814	58.1300010681152
182.77825	4.82040038332343	58.2299995422363
183.074046875	4.82879998162389	58.3300018310547
183.334171875	4.83699981123209	58.4300003051758
183.62371875	4.84520010650158	58.5299987792969
183.89675	4.85379993915558	58.6300010681152
184.132578125	4.86199976876378	58.7299995422363
184.405859375	4.87039983272552	58.8300018310547
184.658234375	4.87860012799501	58.9300003051758
184.920921875	4.88719996064901	59.0299987792969
185.156203125	4.8954002559185	59.1300010681152
185.412390625	4.9036000855267	59.2299995422363
185.67896875	4.91200014948845	59.3300018310547
185.9346875	4.92019997909665	59.4300003051758
186.182265625	4.9286000430584	59.5299987792969
186.43734375	4.93699964135885	59.6300010681152
186.67115625	4.94519993662834	59.7299995422363
186.90453125	4.95380023494363	59.8300018310547
187.13803125	4.96220029890537	59.9300003051758
187.346453125	4.97039966285229	60.0299987792969
187.5848125	4.97859995812178	60.1300010681152
187.83128125	4.98680025339127	60.2299995422363
188.055484375	4.99540008604527	60.3300018310547
188.271703125	5.00359991565347	60.4300003051758
188.4624375	5.01179974526167	60.5299987792969
188.69190625	5.02040004357696	60.6300010681152
188.883359375	5.0288001075387	60.7299995422363
189.0933125	5.03700040280819	60.8300018310547
189.30903125	5.0451997667551	60.9300003051758
189.51925	5.05359983071685	61.0299987792969
189.70096875	5.06199989467859	61.1300010681152
189.90796875	5.07020018994808	61.2299995422363
190.077640625	5.07880002260208	61.3300018310547
190.26446875	5.08699985221028	61.4300003051758
190.4436875	5.09539991617203	61.5299987792969
190.625359375	5.10360021144152	61.6300010681152
190.81340625	5.11199980974197	61.7299995422363
191.00565625	5.12039987370372	61.8300018310547
191.16934375	5.12860016897321	61.9300003051758
191.3395625	5.13700023293495	62.0299987792969
191.506828125	5.14519959688187	62.1300010681152
191.684546875	5.15379989519715	62.2299995422363
191.841765625	5.16200019046664	62.3300018310547
192.007609375	5.17040025442839	62.4300003051758
192.190671875	5.1785996183753	62.5299987792969
192.3379375	5.18699968233705	62.6300010681152
192.506625	5.19540021196008	62.7299995422363
192.674140625	5.20340027287602	62.8300018310547
192.849828125	5.21200010553002	62.9300003051758
193.0069375	5.22039970383048	63.0299987792969
193.180375	5.22859999909997	63.1300010681152
193.32990625	5.23700006306171	63.2299995422363
193.456796875	5.2452003583312	63.3300018310547
193.617671875	5.25359995663166	63.4300003051758
193.773890625	5.2620000205934	63.5299987792969
193.886796875	5.27040008455515	63.6300010681152
194.019875	5.27860037982464	63.7299995422363
194.166234375	5.28679974377155	63.8300018310547
194.306796875	5.29540004208684	63.9300003051758
194.4509375	5.30380010604858	64.0299987792969
194.555109375	5.31199993565679	64.129997253418
194.70153125	5.32019976526499	64.2300033569336
194.8249375	5.32859982922673	64.3300018310547
194.956359375	5.33720012754202	64.4300003051758
195.0589375	5.34499995410442	64.5299987792969
195.175265625	5.35360025241971	64.629997253418
195.288609375	5.36199985072017	64.7300033569336
195.385734375	5.37020014598966	64.8300018310547
195.517	5.37879997864366	64.9300003051758
195.612546875	5.38700027391315	65.0299987792969
195.707140625	5.39519963786006	65.129997253418
195.815296875	5.40360016748309	65.2300033569336
195.91409375	5.41200023144484	65.3300018310547
196.01896875	5.42040029540658	65.4300003051758
196.10759375	5.42879989370704	65.5299987792969
196.2059375	5.43719995766878	65.629997253418
196.28084375	5.44540025293827	65.7300033569336
196.35909375	5.45360008254647	65.8300018310547
196.4448125	5.46199968084693	65.9300003051758
196.519578125	5.47019997611642	66.0299987792969
196.5921875	5.47879980877042	66.129997253418
196.662765625	5.48700010403991	66.2300033569336
196.7285625	5.49540016800165	66.3300018310547
196.782578125	5.50359999760985	66.4300003051758
196.844578125	5.5120000615716	66.5299987792969
196.903484375	5.5201998911798	66.629997253418
196.952421875	5.52880018949509	66.7300033569336
196.992453125	5.53679978474975	66.8300018310547
197.063734375	5.54540008306503	66.9300003051758
197.050390625	5.55359991267323	67.0299987792969
197.08803125	5.56199997663498	67.129997253418
197.101546875	5.57019980624318	67.2300033569336
197.134	5.57880010455847	67.3300018310547
197.13678125	5.58699993416667	67.4300003051758
197.158984375	5.59539999812841	67.5299987792969
197.165875	5.60379959642887	67.629997253418
197.17165625	5.61199989169836	67.7300033569336
197.157484375	5.62020018696785	67.8300018310547
197.155640625	5.62880001962185	67.9300003051758
197.154890625	5.63679961487651	68.0299987792969
197.17478125	5.6453999131918	68.129997253418
197.16975	5.65360020846128	68.2300033569336
197.1636875	5.66200027242303	68.3300018310547
197.15821875	5.67040033638477	68.4300003051758
197.18246875	5.67859970033169	68.5299987792969
197.14396875	5.68699976429343	68.629997253418
197.173328125	5.69520005956292	68.7300033569336
197.133171875	5.70360012352467	68.8300018310547
197.1374375	5.71199972182512	68.9300003051758
197.1246875	5.72039978578687	69.0299987792969
197.097765625	5.72860008105636	69.129997253418
197.10775	5.7370001450181	69.2300033569336
197.069703125	5.74539974331856	69.3300018310547
197.05678125	5.7537998072803	69.4300003051758
197.055140625	5.76219987124205	69.5299987792969
197.041296875	5.77019993215799	69.629997253418
197.019921875	5.77880023047328	69.7300033569336
196.99915625	5.78660005703568	69.8300018310547
197.0135	5.79519988968968	69.9300003051758
196.99259375	5.80380018800497	70.0299987792969
196.977765625	5.81200001761317	70.129997253418
196.9656875	5.82040008157492	70.2300033569336
196.968921875	5.82859991118312	70.3300018310547
196.9311875	5.83680020645261	70.4300003051758
196.959609375	5.84520027041435	70.5299987792969
196.963546875	5.85379963740706	70.629997253418
196.94865625	5.86199993267655	70.7300033569336
196.976046875	5.87020022794604	70.8300018310547
196.9508125	5.87860029190779	70.9300003051758
196.9936875	5.88699989020824	71.0299987792969
196.97234375	5.89539995416999	71.129997253418
197.01025	5.90380001813173	71.2300033569336
197.016078125	5.91200031340122	71.3300018310547
197.034359375	5.92060014605522	71.4300003051758
197.04728125	5.92859974130988	71.5299987792969
197.057734375	5.93720003962517	71.629997253418
197.08296875	5.94520010054111	71.7300033569336
197.022484375	5.9538003988564	71.8300018310547
197.015703125	5.96199976280332	71.9300003051758
196.96403125	5.97039982676506	72.0299987792969
196.952765625	5.9787998907268	72.129997253418
196.938671875	5.98700018599629	72.2300033569336
196.92421875	5.99539978429675	72.3300018310547
196.881203125	6.00360007956624	72.4300003051758
196.851546875	6.01200014352798	72.5299987792969
196.83259375	6.02019997313619	72.629997253418
196.788359375	6.02860003709793	72.7300033569336
196.747328125	6.03679986670613	72.8300018310547
196.73109375	6.04540016502142	72.9300003051758
196.684703125	6.05359999462962	73.0299987792969
196.65596875	6.06220029294491	73.129997253418
196.623859375	6.07019988819957	73.2300033569336
196.578046875	6.07880018651485	73.3300018310547
196.51965625	6.0872002504766	73.4300003051758
196.468265625	6.0954000800848	73.5299987792969
196.3978125	6.10340014100075	73.629997253418
196.358828125	6.11199997365475	73.7300033569336
196.323390625	6.12000003457069	73.8300018310547
196.229921875	6.12880010157824	73.9300003051758
196.1718125	6.13699993118644	74.0299987792969
196.109390625	6.14539999514818	74.129997253418
196.003859375	6.15360029041767	74.2300033569336
195.962703125	6.16220012307167	74.3300018310547
195.868046875	6.17039995267987	74.4300003051758
195.797125	6.17859978228807	74.5299987792969
195.699375	6.18699984624982	74.629997253418
195.59834375	6.19540037587285	74.7300033569336
195.497828125	6.20379997417331	74.8300018310547
195.422359375	6.21199980378151	74.9300003051758
195.314765625	6.22039986774325	75.0299987792969
195.22875	6.228799931705	75.129997253418
195.08259375	6.2369997613132	75.2300033569336
194.979359375	6.24560005962849	75.3300018310547
194.885296875	6.25360012054443	75.4300003051758
194.751484375	6.26200018450618	75.5299987792969
194.660625	6.27060001716018	75.629997253418
194.520796875	6.27860007807612	75.7300033569336
194.416171875	6.28719991073012	75.8300018310547
194.27521875	6.29540020599961	75.9300003051758
194.16571875	6.30400003865361	76.0299987792969
194.021640625	6.31199963390827	76.129997253418
193.87953125	6.3204001635313	76.2300033569336
193.738453125	6.32880022749305	76.3300018310547
193.571453125	6.33700005710125	76.4300003051758
193.402890625	6.34560035541654	76.5299987792969
193.239703125	6.35379971936345	76.629997253418
193.064234375	6.3621997833252	76.7300033569336
192.90528125	6.37040007859468	76.8300018310547
192.690140625	6.37880014255643	76.9300003051758
192.51259375	6.38719974085689	77.0299987792969
192.306796875	6.39559980481863	77.129997253418
192.08596875	6.40380010008812	77.2300033569336
191.828625	6.41220016404986	77.3300018310547
191.575828125	6.42059976235032	77.4300003051758
191.27796875	6.42899982631207	77.5299987792969
190.946	6.43739989027381	77.629997253418
190.642296875	6.44579995423555	77.7300033569336
190.29690625	6.4542000181973	77.8300018310547
190.006078125	6.4623998478055	77.9300003051758
189.662171875	6.47060014307499	78.0299987792969
189.301984375	6.47900020703673	78.129997253418
188.901546875	6.48760003969073	78.2300033569336
188.4845	6.49560010060668	78.3300018310547
188.082546875	6.50419993326068	78.4300003051758
187.696125	6.51259999722242	78.5299987792969
187.351140625	6.52100006118417	78.629997253418
186.949203125	6.52919989079237	78.7300033569336
186.549	6.53759995475411	78.8300018310547
186.145015625	6.5458002500236	78.9300003051758
185.76153125	6.55400007963181	79.0299987792969
185.39053125	6.56239967793226	79.129997253418
185.0528125	6.57079974189401	79.2300033569336
184.71703125	6.5790000371635	79.3300018310547
184.427765625	6.58760033547878	79.4300003051758
184.126171875	6.5957996994257	79.5299987792969
183.880671875	6.60399999469519	79.629997253418
183.646578125	6.61259982734919	79.7300033569336
183.38421875	6.62080012261868	79.8300018310547
183.1730625	6.62920018658042	79.9300003051758
182.973953125	6.63759978488088	80.0299987792969
182.7665625	6.64599984884262	80.129997253418
182.6023125	6.65420014411211	80.2300033569336
182.42840625	6.66239997372031	80.3300018310547
182.265203125	6.67080003768206	80.4300003051758
182.07565625	6.6792001016438	80.5299987792969
181.917671875	6.687399931252	80.629997253418
181.774703125	6.69579999521375	80.7300033569336
181.62490625	6.7041995935142	80.8300018310547
181.517640625	6.71260012313724	80.9300003051758
181.388984375	6.72079995274544	81.0299987792969
181.265109375	6.72920001670718	81.129997253418
181.1488125	6.73760008066893	81.2300033569336
181.050640625	6.74579991027713	81.3300018310547
180.94721875	6.75419997423887	81.4300003051758
180.838078125	6.76260003820062	81.5299987792969
180.73384375	6.77080033347011	81.629997253418
180.6488125	6.77919993177056	81.7300033569336
180.509421875	6.78759999573231	81.8300018310547
180.3645625	6.7958002910018	81.9300003051758
179.51578125	6.80459989234805	82.0299987792969
178.67134375	6.81279972195625	82.129997253418
177.99071875	6.821199785918	82.2300033569336
177.36021875	6.82940008118749	82.3300018310547
176.7794375	6.83780014514923	82.4300003051758
176.235171875	6.84599997475743	82.5299987792969
175.61121875	6.85440003871918	82.629997253418
175.104640625	6.86280010268092	82.7300033569336
174.575859375	6.87120016664267	82.8300018310547
174.111359375	6.87960023060441	82.9300003051758
173.6793125	6.88799982890487	83.0299987792969
173.31771875	6.89639989286661	83.129997253418
172.9831875	6.9046001881361	83.2300033569336
172.6546875	6.91260024905205	83.3300018310547
172.3559375	6.92119961604476	83.4300003051758
172.08871875	6.92939991131425	83.5299987792969
171.8215	6.93779997527599	83.629997253418
171.61015625	6.94640027359128	83.7300033569336
171.37628125	6.95459963753819	83.8300018310547
171.174390625	6.96279993280768	83.9300003051758
170.9910625	6.97100022807717	84.0299987792969
170.81296875	6.97960006073117	84.129997253418
170.620671875	6.98779989033937	84.2300033569336
170.465609375	6.99599971994758	84.3300018310547
170.31565625	7.00439978390932	84.4300003051758
170.175046875	7.01300008222461	84.5299987792969
170.0251875	7.0212003774941	84.629997253418
169.8641875	7.02959997579455	84.7300033569336
169.739390625	7.03739980235696	84.8300018310547
169.653453125	7.0461998693645	84.9300003051758
169.511265625	7.05440016463399	85.0299987792969
169.383578125	7.06279976293445	85.129997253418
169.245578125	7.07140006124973	85.2300033569336
169.101921875	7.07940012216568	85.3300018310547
168.984859375	7.08780018612742	85.4300003051758
168.865109375	7.09600001573563	85.5299987792969
168.752796875	7.10459984838963	85.629997253418
168.594671875	7.11259990930557	85.7300033569336
168.489640625	7.12120020762086	85.8300018310547
168.35575	7.12939957156777	85.9300003051758
168.222609375	7.13780010119081	86.0299987792969
168.08725	7.14599993079901	86.129997253418
167.95646875	7.15439999476075	86.2300033569336
167.817859375	7.1628000587225	86.3300018310547
167.661953125	7.17119965702295	86.4300003051758
167.526328125	7.1795997209847	86.5299987792969
167.417171875	7.18780001625419	86.629997253418
167.279125	7.19640031456947	86.7300033569336
167.180234375	7.20439990982413	86.8300018310547
167.05525	7.21279997378588	86.9300003051758
166.9109375	7.22120003774762	87.0299987792969
166.76859375	7.22960010170937	87.129997253418
166.650234375	7.23779993131757	87.2300033569336
166.539984375	7.24619999527931	87.3300018310547
166.36484375	7.25439982488751	87.4300003051758
166.168171875	7.26280035451055	87.5299987792969
165.989890625	7.271199952811	87.629997253418
165.829359375	7.2793997824192	87.7300033569336
165.683328125	7.28779984638095	87.8300018310547
165.5385	7.29600014165044	87.9300003051758
165.3871875	7.3043997399509	88.0299987792969
165.25146875	7.31279980391264	88.129997253418
165.11440625	7.32119986787438	88.2300033569336
164.9996875	7.32940016314387	88.3300018310547
164.901859375	7.33799999579787	88.4300003051758
164.783671875	7.34619982540607	88.5299987792969
164.687703125	7.35459988936782	88.629997253418
164.564109375	7.36299995332956	88.7300033569336
164.051890625	7.37140001729131	88.8300018310547
163.431359375	7.37979961559176	88.9300003051758
162.927875	7.38799991086125	89.0299987792969
162.48271875	7.396399974823	89.129997253418
162.077953125	7.40460027009249	89.2300033569336
161.697140625	7.4127996340394	89.3300018310547
161.355515625	7.42119969800115	89.4300003051758
161.04490625	7.42939999327064	89.5299987792969
160.7698125	7.43800029158592	89.629997253418
160.51809375	7.44640035554767	89.7300033569336
160.27528125	7.45459971949458	89.8300018310547
160.034828125	7.46299978345633	89.9300003051758
159.814921875	7.47120007872581	90.0299987792969
159.59934375	7.4794003739953	90.129997253418
159.39646875	7.48799974098802	90.2300033569336
159.2010625	7.49620003625751	90.3300018310547
158.975828125	7.50460010021925	90.4300003051758
158.778765625	7.51300016418099	90.5299987792969
158.592390625	7.52139976248145	90.629997253418
158.39490625	7.52960005775094	90.7300033569336
158.213890625	7.53800012171268	90.8300018310547
158.025078125	7.54640018567443	90.9300003051758
157.84978125	7.55459954962134	91.0299987792969
157.683609375	7.56300007924438	91.129997253418
157.52834375	7.57140014320612	91.2300033569336
157.395984375	7.57940020412207	91.3300018310547
157.2608125	7.58800003677607	91.4300003051758
157.1190625	7.59600009769201	91.5299987792969
156.979984375	7.60440016165376	91.629997253418
156.86978125	7.61299999430776	91.7300033569336
156.747875	7.62120028957725	91.8300018310547
