Ruta de archivo: C:\Users\ADVANTECH\Desktop\VALERIA MADERA\Ensayo en marcha 1 04-09-2025 10 01 02 a.m.\DAQ-Carga, … - (Temporizado).txt   
Ensayo: MTS STH Resistencia a la Compresión (ajuste de platinas) 689
Ensayo en marcha: Ensayo en marcha 1
Fecha: 04/09/2025 09:58:32 a.m.


Carga 	Actuador 	Tiempo 
kN	mm	seg
0.0225175495147705	0.00819999968371121	0.540000021457672
0.0132361927032471	0.0129999998534913	0.639999985694885
0.0260670585632324	0.017999998817686	0.740000009536743
0.0300464744567871	0.023200000214274	0.839999973773956
0.0172806205749512	0.0280000003840541	0.939999997615814
0.0105716772079468	0.0330000002577435	1.03999996185303
0.0165901622772217	0.0379999983124435	1.13999998569489
0.028824779510498	0.0432000015280209	1.24000000953674
0.0159773578643799	0.0481999995827209	1.3400000333786
0.0175213088989258	0.0531999976374209	1.44000005722046
0.0163453617095947	0.057999997807201	1.53999996185303
0.000708216428756714	0.0629999994998798	1.63999998569489
0.0151710205078125	0.0682000027154572	1.74000000953674
0.0201285362243652	0.0729999956092797	1.8400000333786
0.0108913230895996	0.0781999988248572	1.94000005722046
0.00229099321365356	0.0829999989946373	2.03999996185303
0.0281879959106445	0.0880000006873161	2.14000010490417
0.0106752157211304	0.0930000023799948	2.24000000953674
0.0078476676940918	0.0981999983196147	2.33999991416931
0.0190831165313721	0.102999998489395	2.44000005722046
0.0167405548095703	0.108200001704972	2.53999996185303
0.0231615562438965	0.112999994598795	2.64000010490417
0.00740281295776367	0.118000003567431	2.74000000953674
0.0205432929992676	0.12300000526011	2.83999991416931
0.0198182201385498	0.12820000119973	2.94000005722046
0.00823744297027588	0.133200010168366	3.03999996185303
0.0268060760498047	0.137799986987375	3.14000010490417
0.0290562362670898	0.143000012030825	3.24000000953674
0.0225938987731934	0.148000006447546	3.33999991416931
0.00938349151611328	0.153200002387166	3.44000005722046
0.0218222751617432	0.158000009832904	3.53999996185303
0.0193005275726318	0.163000004249625	3.64000010490417
0.0154380941390991	0.167999998666346	3.74000000953674
0.027228458404541	0.172999993083067	3.83999991416931
0.0161546382904053	0.178000002051704	3.94000005722046
0.0422622299194336	0.182999996468425	4.03999996185303
0.0181054191589355	0.187999990885146	4.1399998664856
0.0206290721893311	0.193200001376681	4.23999977111816
0.0188430309295654	0.198199995793402	4.34000015258789
0.00960902881622314	0.202999988687225	4.44000005722046
0.0211586055755615	0.20819999917876	4.53999996185303
0.022215461730957	0.213000006624497	4.6399998664856
0.0219055480957031	0.218000001041219	4.73999977111816
0.0187955760955811	0.223000010009855	4.84000015258789
0.0163546924591064	0.228200005949475	4.94000005722046
0.0162426261901855	0.232999998843297	5.03999996185303
0.0136058015823364	0.238000007811934	5.1399998664856
0.0150682849884033	0.243000002228655	5.23999977111816
0.0127700681686401	0.247999996645376	5.34000015258789
0.0216231250762939	0.253200007136911	5.44000005722046
0.0383047866821289	0.258199987001717	5.53999996185303
0.0121292724609375	0.263200025074184	5.6399998664856
0.0122465553283691	0.267800001893193	5.73999977111816
0.0190632514953613	0.273000012384728	5.84000015258789
0.0129067144393921	0.277999992249534	5.94000005722046
0.0223268260955811	0.283200002741069	6.03999996185303
